Usuario,Seguidores,Seguidos,nroTweets,nroReTweets
GrupoUrbegi,1318,1164,0,1
UNAUSAPR,159,130,4,0
carnamentalia,373,499,0,1
DKAmbColombia,893,1165,0,3
chpezzi,2741,3528,0,1
PabloGorrotxat1,34,81,0,1
ccolaboracionc,1599,514,1,0
tatic126,295,835,0,1
Tediato1,22,334,0,1
FiddesEvelyn,211,336,0,2
TraficologoO,31361,3365,0,1
MariaLuzAgu,822,1929,0,1
EmbaMexCol,6019,595,1,0
jmherranz,1184,944,0,1
AlfredoPrietoMa,4746,3670,0,1
farmamarketing1,940,80,0,1
CyanaTB_Oficial,2010,2567,0,1
HUMANISMODEMOCR,495,1522,0,3
agdelatorre42,510,301,0,2
Janet34565733,11,76,0,1
HadzelS,188,392,2,0
guilahume,144,427,0,7
j0bga,153,77,0,1
INAMI_mx,22065,422,0,1
ferminserrano,1990,2488,1,0
claritzaopineda,724,592,1,4
antonaya_juan,179,181,0,1
luiso61,424,518,0,1
Jarguzz,147,531,0,1
AnaCarretero37,571,458,0,1
Celita2852,87,184,0,1
diegomoreh,120,497,0,1
EmbaMexEsp,6620,863,0,1
diegoronaldop,1031,1189,0,2
AsocMSMAD,1370,779,0,1
marianmur,1277,1961,1,0
marga_F,1034,1965,1,0
mjgsm,5950,4921,0,1
PNUD_Mexico,92421,1306,3,0
educacion2050,1425,2637,0,1
vozporvosOK,7678,2106,1,0
SusanneSPi,2849,1630,0,1
carlaflip,666,1544,0,1
matecologicos,428,1880,0,1
raicex_es,1828,206,0,1
AnaliaPastran,562,811,0,3
craelvalle,460,242,1,0
Symbiosis_Cons,819,1201,1,0
herreraberthely,98,1597,0,3
juanigncastro,1601,1290,0,4
Karmillansan,206,816,0,1
Erasmus_Project,7954,869,0,1
FRANCIS37896693,21,99,0,2
PressKitMexico,1079,1130,0,1
Eduvongla,58,195,0,1
ropexegueiro40,49,120,0,1
FadJuventud,8996,2915,3,0
EleKunai,26,456,0,1
pmarchiaro,13954,1111,0,1
lauranath87,70,255,2,0
CPTafalla,123,44,0,1
andresckane,732,620,6,3
OrgJuventudm,460,417,0,2
pinardi_oficial,1370,426,0,1
Interfresa,696,109,0,2
Agenda2030Chis,54,343,0,2
Afi_es,4033,968,0,1
antonio09643617,131,135,0,1
equintanillor,758,2479,0,1
AQconsulting,43,255,1,0
ubagoparados,162,959,0,1
ureingenieria,496,782,0,1
UMETbiblioteca,2462,1350,0,3
BorjaGoizueta,858,3080,0,4
vlopez2016,790,201,0,1
elemontiel,254,178,0,1
CuijaMx,323,1000,0,1
chus_sanz,240,161,0,2
Estinita1,62,140,0,1
florlamb,266,694,0,1
valentinalfaya,968,62,0,1
VIAQUA,1565,410,0,1
vtraver,1920,2173,1,0
margarrido08,1112,1708,1,0
AnnikaLotson,244,1584,0,3
CaballeroCarlos,2382,2179,0,1
observafiscalcl,4185,3732,0,1
Hellen_molinari,160,283,0,1
toledojoven,4996,2791,0,1
RoxiAbi,3174,5004,0,1
MariaSArjona1,252,174,1,0
EOTLcantabria,937,808,1,0
rodrigoaltahona,143,576,0,1
cantoanabella1,58,122,0,1
jaldurio,2087,1500,0,1
Antogarciavalls,1105,1148,0,1
pilaca13,7,25,0,1
mire_palenzuela,3048,4999,0,2
ConreroJuan,3259,5004,0,1
fredericgarcia_,1510,394,1,0
FECEM_unizar,404,281,0,2
agrariasantamar,40,110,0,1
NorvinAlcantara,263,678,0,2
adrihernandezpr,934,1225,0,1
wortwill,51,61,0,1
maitenuevo,185,421,0,1
emblazq,777,539,0,2
UElBosque,9819,236,0,1
LuciaICasares,749,285,0,1
MarioOstolaza,1356,2849,1,0
patgaray60,12,75,0,2
unalibrelectora,608,2022,0,1
AliciaAliaga57,125,296,0,6
SanguinettiLP,2499,1450,2,0
cuetopatricio,173,310,0,1
SantiagoEstanan,247,173,0,1
letilud,9,44,0,1
esTovarich,4037,4258,0,1
ediazsan,4593,3806,0,1
CatarinadeAlbuq,4369,1707,0,1
luzsknyor8,14,246,0,1
LandsPatagonia,1145,1058,0,2
ONUElSalvador,30503,1159,1,0
Ccaog,160,464,0,1
samuelb1058,206,209,0,1
ofertaclic,159,217,0,1
OncoTrasAB,82,58,0,1
CaceresEstef,7,136,0,1
belentorres88_,51,207,0,1
gcalerod,554,572,1,0
cecisabattini,2747,2742,0,2
LopezAida_,304,1317,0,1
CEJacintoTetuan,83,46,0,2
delpinobel1,5,27,0,1
cepyme_,15070,2000,1,6
MMonmusa,64,159,0,2
CaletPrado,2176,754,0,1
EDGARLARGHER,776,2046,0,1
IsabelAlonsoA,2237,2085,1,0
valevetts,48,261,0,1
ArellanoGil,675,1307,2,0
csaraul,242,312,0,1
SolUgarteF,242,784,0,1
teoduenas,412,395,0,1
UOCesalut,1927,971,0,1
WyVhS0H89o2NlM1,86,184,0,1
MitigacionCL,84,312,0,1
BICE_Arg,3905,153,1,0
ManosUnidasONGD,38880,1092,1,0
oievoz,933,442,1,0
CCADSICA,1072,1709,0,2
crcrisaralda,426,343,0,1
EvaGalanMoya,507,727,1,1
OttoMercado1,143,732,0,2
Digiculturizar,953,1020,4,0
on_neurologia,3133,682,0,1
IARSE,15753,9331,1,0
fpsnavarra,130,130,1,1
ErecyclingMur,321,208,0,2
SaucedoYero,8,18,0,1
secebrian,391,733,0,1
Joaquin_7G,278,589,0,1
inju_uy,21827,3503,0,1
OissSec,1518,406,1,0
canaldepanama,277991,94,1,0
BrujaScarlataSv,780,255,0,2
carlos_salle_ib,329,422,0,1
marce9462,3111,2595,0,1
OpdeAntequera,96,677,0,2
OITconosur,4545,321,1,1
caixabank,46580,592,4,1
DPNArgentina,9736,3758,3,2
candresubeda,9,110,0,1
rfarreny,327,485,0,3
ramon310800,60,96,0,1
ENVI_Unesid,213,261,2,1
susotorres,981,1175,0,1
EmbEspItalia,3490,1238,1,0
ongawa4d,10333,2973,2,2
commercetrain,2965,4525,0,1
Social_ICADE,967,1548,3,5
PatriSalas4536,34,113,0,2
QWEN26401892,252,282,0,1
_PoliticaMente_,215,809,0,1
Consum,16475,1683,0,1
escoznar,681,1738,0,1
markheredia7,202,849,0,1
M_Juli,505,1136,1,0
Mary63806792,13,50,0,1
EleccionesAMX,5787,2911,0,1
_CJE_,12167,1508,0,1
InnovaEducAr,2655,409,0,2
JaimeGu08325090,3,204,0,1
FAMSI_Solidario,1944,1086,7,1
K13_13,67,442,0,1
Noelia_LopezA,572,929,0,3
OpenBeauchef,893,1113,0,1
ACAmbientales,34139,5382,0,2
AngelCi27638338,1,62,0,1
IINOEA,2563,484,2,0
MariaMe92854686,13,21,0,1
SRodriguezAli,4993,481,0,2
Leonardo7madrid,182,238,0,3
amaria462,181,245,0,1
LabQuinton,1274,755,0,1
giraldoar_ma,118,170,0,1
PGrobet,67,64,0,1
RodolfoTesone,5673,1993,1,2
EscuelaIdeo,3104,363,1,3
IsabelMaera,36,75,0,2
marisa_mercado2,633,57,0,1
fmarquesm,456,325,3,0
marifer_culebro,831,697,0,1
CoralSpain,124,340,0,1
camiloGA7,25,363,0,1
msastigueta,60,149,1,0
XanthisSuarez,1839,1013,0,2
universidadcjc,16348,4290,3,0
SilOjeda,62,212,0,1
iesflori,284,95,0,1
AbreuVianel,31,38,0,1
cgvaldesg,455,867,0,5
RobinMarioNaran,211,569,0,1
PedroFonsecaNi,1094,668,1,0
ElkinVelasquezM,3056,234,1,1
manitaho,420,1339,0,1
mb_ucr,162,580,0,2
BNMMArgentina,12817,695,6,3
victorfpan,176,438,0,1
PNUDLAC,15350,2006,0,4
jgaldames7,414,166,0,1
cerscv,292,367,0,1
soledad_murillo,11507,1161,0,2
RosaLeonCastro,366,2078,0,1
OctavioTraver,6282,6022,0,2
geoberGP,6,22,0,1
ralvaromancha,117,239,0,2
ideagenial,7324,8057,0,1
ChariHernandez5,20,40,1,25
DragoIngrid,313,597,0,1
AMETIC_es,10636,1220,1,1
CCabanach,414,458,0,1
AnaLuzG17,323,32,1,1
jmbolufer,114,366,0,1
nandovillaser,325,1545,0,1
Amref_es,1534,931,0,1
JohnAgboola_,3368,4913,0,1
OngawaUni,574,371,0,2
JorgeFloresPPAA,5054,3285,0,2
EspeMenendez63,87,45,0,2
bymarlenefer,448,612,0,4
iesfuentepi,50,85,0,1
elenamp19,48,139,0,1
GjunqiIF8QS64xk,164,220,0,1
BCordovaTello,394,230,0,1
SoyPerspectiva,89,150,0,1
Shirley94835963,10,40,0,1
grpacosta,1613,4981,0,1
juanyasser2015,796,1140,0,1
KarenMadlove,79,286,0,1
MariTrisM,349,115,0,2
LuisfePu239,366,257,1,0
nellystillo,107,106,0,1
OfComCl,171,928,0,1
AEFundraising,10481,1339,0,2
mariob46,142,753,0,1
cangrejipop,75,548,0,1
lnb_Mariana,26,325,0,1
UNAGB,1364,1851,0,1
Manuelbarneo,2423,4542,0,1
FundacionAON,538,737,2,1
ofdetower,3096,4004,2,2
martinitou,150,404,0,2
LarisaVillagran,2,180,0,1
canayarosario_,95,144,0,1
candelaglocal,465,683,0,1
ThanniaE,147,327,0,1
LeyDelRetorno,170,272,0,2
drreumanews,1893,506,0,1
arte_con_causa,259,64,2,0
melissa_chavana,11,49,0,1
gastaldilucas,2432,931,0,1
microempresas,2612,776,13,4
larilari9210,91,522,1,0
MBegoaVallejo,483,725,0,2
azegarrav,427,464,0,1
EcoAndinosCO,840,325,0,1
denisjch,305,192,0,1
ClaudiaUlloaTes,240,217,0,1
EBCValladolid,135,118,1,0
concha_fg,120,268,0,1
jmariomadrigal,975,952,0,1
MACJL_uc3m,400,585,2,1
igmodrego,951,1923,0,1
fspotu,1451,4047,0,1
mickestahl,374,399,1,1
odilerf,8356,493,0,4
ueapch_quito,267,1,5,0
rediniciativas,733,334,0,1
Junta_Ex,68563,159,2,0
ivanojedapy,2339,2532,1,5
SelenitaSala_28,667,25,0,2
AlbertoRiG,616,970,0,2
PatriBaldaccini,20,92,1,1
Bivium_Estudio,31,94,1,2
jorgeumanac,657,2483,3,0
TamaraSotoT,56,248,0,2
monikortiz09,850,448,0,1
_Mavila_,466,1300,0,1
RosaAmeliaGuti1,18,16,0,1
Rnahuelv,206,324,0,1
walvarado90,282,279,0,1
dannymunoz77,1152,1095,0,1
rodry_lb,294,181,0,1
wafercevallos,89,97,0,1
paoperezc,1231,1078,0,1
begocalderon,1246,1435,1,0
alejo_pulgarinf,277,561,0,2
pochodiaz,1208,2125,1,0
ilucia8,142,84,0,1
yanet77149222,45,637,0,1
macdory28,36,132,0,1
AcademicaInea,166,298,1,0
GWPSAF,1161,2313,0,1
RLarioss,79,334,0,1
AzhaRuiz,587,977,0,1
CienciaPTY,3418,1763,1,1
FcoPalavicini,225,617,0,3
piolivares,1319,1530,0,1
gabylinares,802,1642,0,1
Santiago_Saez,1227,1551,0,1
USO_Internacion,469,357,0,3
irenembar,624,1150,0,1
BValderramaB,3614,536,0,1
EFedz,369,1162,0,1
pepnogueroles,746,1266,0,1
CONAPO_mx,13878,219,0,2
PresidenteCNCU,914,303,1,0
whitetiger_34,204,2597,0,1
davlafuente,5953,5368,0,1
AdnBarreto,19,23,0,1
MentxuBaldazo,576,1395,0,8
KNAUFINDSPAIN,511,779,0,1
JuanPabloEspej4,368,5001,0,1
gi_salinas,119,281,0,1
Martha_Rod,38,95,0,1
ElicerCastilloB,42,290,0,1
LolaLuengo,222,477,0,1
MusicVisnja,739,1175,0,1
MadridSummitMS,376,183,1,0
jleube,1592,1225,0,8
netobet,52,62,0,1
kikachugarcia,70,155,0,1
amigo_raquel,376,835,0,1
presidencia_sv,147007,486,0,2
presideasehproc,353,568,0,1
librepensador,593,631,0,1
olganunez,2075,1329,0,1
LaMaranadeGuada,431,366,1,0
CLACFairtrade,1604,552,2,1
pioflorez,232,749,0,1
PereaYolanda,375,1321,1,0
Ing_AnahiMillan,263,570,0,1
Voces140,94219,3602,2,2
rcodigital,1614,3936,0,1
lalojimjuarez,2209,5002,0,1
CalvinoIvan,13,16,0,1
Pat_MercadoC,36838,2582,0,1
chemacarro,61,130,0,1
CesarNandis,9,29,0,3
JASRA1,2776,833,0,2
cgtrabajosocial,11439,1442,0,3
anaugueto,344,888,0,1
fundacioncd,15669,6897,1,1
cabezondepisu,953,439,0,2
aarribasa,247,448,1,0
Gwisosky,445,197,0,1
andreahenryy,227,480,0,1
MarianoSoto1972,2088,734,0,1
JoselDuarte,4933,5089,0,1
agustiam,59,34,0,1
JacobodelaRoza,1499,700,0,1
leandroblancok,1388,577,0,1
gelesrosado,2522,446,0,3
smairata,2822,5000,0,2
pauladiazf,260,365,0,1
rofacio,1501,19,3,1
johanajaramillo,428,249,2,0
milesaidiza,329,711,0,1
MajimenezALVAC,364,347,0,1
ECPYA,267,97,1,0
DoralyPolanco,442,350,0,2
fipe52,464,672,0,1
ICMIF_Web,1960,1979,0,1
RojoEspartano,116,146,0,1
ACallejas96,630,48,0,1
Mauricio_ReyesG,11,150,0,1
Maria_Benito,1569,994,0,1
AMaruganc,78,98,0,1
Dani_Talero,212,42,0,1
ferfraquelli,1417,996,0,1
CruzRojaSevilla,4742,358,1,0
multandoBog,5547,949,0,2
CarlosAvL94,14,129,0,1
FranLaviada,948,426,0,1
oski_sainz,729,732,0,1
MBMoncayoEC,2396,553,0,2
tinacort8,293,296,1,0
Maribel_UNICEF,1496,690,0,1
germanpry,42,87,0,1
Marisolteal1,6,8,0,1
eneroman_nora,372,603,0,65
Rpervaz1,336,2234,0,1
veromenendz,990,1223,0,2
iregauto,112,45,1,1
SamuelRosalesC,5431,4169,0,3
Carlosperezg45,1484,3448,0,1
soy_duda,171,90,0,1
GladysdelaOAlt1,2,20,0,1
CarolinaOrtizFo,87,211,0,1
lilimoralesh,152,313,0,4
VirginiaCarrace,1959,1797,0,4
peimbertsaul1,9,250,0,1
soledadgianello,76,263,0,4
Sector3net,1814,1941,3,0
CasinaPioIV,4215,1769,0,4
Benjami27471798,606,5002,0,1
Brenchtv12345,7,15,0,1
galiambiental,113,245,2,0
GuilleNavarro,2852,2956,0,1
pep_lliteres,561,748,0,1
ecoluigi,212,506,0,1
ainiatecnologia,8332,2097,1,1
juancabehe,203,287,1,0
ecofoodomics,57,396,0,1
XavierRibera,2215,1617,0,1
OscarOseguedao,35,673,0,2
jefederico,117,298,0,1
AsociacionICCP,2102,773,0,1
CristinaPlumed,1313,2750,0,1
LolaUrrutia1,52,86,0,1
Elijahector,2588,84,0,3
1javiergj,704,778,0,2
nfdezlaviada,330,310,0,1
Data4SDGs,14639,1876,0,1
AmaiaLoi,88,200,0,2
businessINFIT,384,356,0,1
Carlos_Gut10,1814,1741,4,8
perezfj2701,6,5,0,1
IPG_Chile,1065,800,0,1
Knjurita,818,483,0,1
Dayonmoiz,2997,2010,0,1
LavolaColombia,309,276,1,0
DudiaMobility,795,350,0,1
colnudatlantico,6,37,0,1
mariafinita,360,405,0,1
TeresaM7,122,239,0,3
HotelsViva,3095,475,0,1
MineroAmbienteU,85,648,0,1
SDGsbot,2765,10,0,14
julialopezduque,649,1655,1,0
charliekarim,362,319,0,1
yaestapinton,1103,870,0,1
nasti_plastic,625,342,0,1
palabrademael,689,1084,0,4
UFSostenible,2241,3052,1,1
FJAbandonado,1837,1506,5,0
TWazhima,56,110,0,1
andresmsoto,713,1575,0,4
AlejandraORF,1071,2342,0,2
Molina76C,14,28,0,1
paoviteb,159,205,1,0
A2A2pc,833,1770,2,1
fundacioared,3594,1575,1,0
gabls,3363,4940,0,1
braiancejas15,366,240,0,2
LandPortal_es,188,490,0,1
presuntamente,2244,909,0,1
inma32952105,3440,3475,0,1
maseijasyahooc2,177,2369,0,2
MironNelva,269,593,0,1
siacap,2165,478,0,1
SanchezRebeca_,1118,624,0,1
dianadoor,374,1332,0,2
VirginiaOrtizC1,528,4474,0,1
Plataformaab30,205,132,0,1
ComunitariaAra,315,53,0,1
juanmgiraldor,349,1072,0,1
AnaPaulaLazarte,185,762,0,1
TelloBenitez,1688,2559,0,1
infoUSOac,111,182,0,1
Hanony06369433,162,319,0,1
GMRMexico,80,165,0,1
AntonioUrbinaRe,1127,1194,0,1
MLG39696692,491,191,0,1
AndresAgosti,411,1063,1,0
revolucionde7a9,1942,2164,0,1
puerto_prieto,84,402,0,2
e_soria,352,694,0,1
lobodelasnieves,1265,704,0,1
DialoguemosINFO,199049,193,0,1
ArtAfricanUVa,8153,4140,0,1
PaulaAltamar1,87,210,0,1
KarlaJimena02,141,243,0,1
cveintimillaj,892,2465,0,1
mercamurciainfo,726,899,1,0
extension_fce,1043,1191,0,1
elviatejadaC,705,281,0,4
TJungFIIAPP,226,45,0,2
belengara,110,92,0,1
Guzman_Global,373,304,0,1
megadicto77,79,140,3,0
maria_troncosoc,282,371,0,1
Paco_Cervera,1702,1267,0,1
Camarabilbao,7031,890,0,1
juanvillafort,441,1031,0,2
marycistica,287,515,0,1
JRonquides,1028,916,0,1
SiOpino,1962,1929,0,1
vbazgz,72,23,0,1
INCIBE,44820,494,3,2
hdc48,922,480,0,1
Detras_DelJuego,2707,124,0,1
AlbertoKevin727,82,511,0,1
vapornosotras,1578,1232,0,1
utvco,6868,1425,0,1
coitt_aegitt,3435,1219,0,1
Planeta_Futuro,47001,1990,4,2
AMARTYA_,2666,868,0,1
2030Comunicando,296,1366,1,0
QUIMACOVA,1312,962,3,0
MexOnu,10119,1214,1,1
Rosi_boom,12,37,0,3
PBRUNO1970,493,801,0,1
gustpere,70,88,0,1
ADAVASSalamanca,1251,1602,0,1
guirampar,285,493,0,2
TransparenteGob,10750,7757,1,4
juentorr,223,204,0,1
albhadlyi,128,309,0,1
rpemovimiento,253,258,0,1
glaratorres,2078,3549,0,1
NinoSanzMat,874,1194,0,1
roxanafabris,160,143,2,0
28clocky,44,316,0,3
ChecheCamp,468,550,0,1
NevadoToluca,1928,210,0,3
rosaeleacevedo,966,2864,0,3
KaoriMutsuda,72,71,1,0
PELLIPETIT,1314,847,0,1
aperalta_7,1311,2445,0,1
CREAguilas,1011,366,0,1
fcruzblanca,1281,1803,1,1
YudimaVera,112,377,0,1
SubcomisionSon,160,268,0,1
Marianahbw,336,530,0,1
baporvictoriaac,294,603,0,2
UProfesional,6610,4193,1,4
juan_bermejo,499,773,0,1
redclade,1513,709,2,0
NCDs_PAHO,8016,1571,0,1
AtiQuigua,3616,396,0,1
PAT_Azuaga,160,164,1,0
CIACHChile,647,789,0,2
alfredohernando,13594,9158,0,1
PotyAmbienturas,236,129,1,0
Veronica_Amb,314,433,1,1
MCamposPi,465,293,0,2
AfricayeOrg,3714,802,0,1
FET_Puebla,490,98,2,0
alfonso_josema,1981,2037,0,1
fatrusky,1399,1759,0,1
rodrigodesalas,936,85,0,1
mu_valladolid,49,80,0,2
FAOEspana,1451,223,0,2
hannajen,220,569,0,2
Ezequielmteran,12398,12763,0,2
MPDLAlmeria,46,29,0,1
FMoreno_SP,57,304,0,1
viacelere,3128,545,0,2
titarules,1080,1589,1,0
depor_manuelma,1101,32,0,1
davisclick,729,589,0,1
Chantaltouzet,176,436,0,2
huelladcarbono,741,1297,0,1
mary_asanchez1,515,313,0,1
ComSostenible,2549,1100,8,0
danielmejiasr,275,547,0,1
PacoQuiroga,1166,280,0,1
MarcelitaJoseth,40,205,0,1
pbalet,1256,1569,2,0
marianaontivero,421,413,1,0
Spain_Australia,1792,596,1,0
ManesF,263004,1029,0,1
dpastoresc,478,915,0,1
anaosorio27,565,680,0,1
ismaelnovoa,167,824,0,1
versuserwin,1364,3518,5,3
OIMSV,1764,249,0,1
AgendaEPCD,20,11,0,2
eddytabush,1203,406,0,1
Catedra_RSC,2560,1065,3,7
parlitoolav,816,565,0,3
vk_gon86,559,839,0,1
ferranmorales,1217,1879,0,1
YolandaFersan,1350,1754,0,1
veropaniaguazac,370,1022,1,0
LegPicsSpain,4,15,0,1
santiruizllovet,75,214,0,1
pvaldesrdv,390,1297,1,0
edwinalvarezr,56,319,0,1
DTxaparro,471,690,0,1
Polibienestar,714,1464,2,0
etomast,2035,5000,0,5
afanas_y,16,19,0,3
BerDelgadOlay,40,69,0,1
YaneritMorgan,688,647,0,3
gogy1987a,11,188,0,1
CEESCYL,1972,713,0,1
manuelbonilla94,1986,263,4,1
pretaparedes,43,215,0,3
AnimalSoundFest,7324,1048,0,2
cristinaplazasm,47960,1219,0,1
Leondcardonay,126,478,1,0
librosmelior,265,875,2,0
RogelioCarreraC,1116,2374,0,1
ecampechano,494,1674,0,1
itzamnaac,346,1754,0,1
JuanMezo,1607,1956,0,1
drotorrent,2433,3014,10,3
germanayalaosor,9135,10053,0,1
xavieyepezs,74,569,0,1
Sestelos,170,448,0,1
Uponor_ES,2956,716,0,1
oeiarg,5560,2675,13,7
Andy_Mercado100,185,585,0,1
RadioSaltaAM840,14645,687,0,1
Lupo55,83973,13195,0,1
FAJ_IAP,1309,404,0,2
waste4think,622,214,0,1
EaliagaEsplai,269,549,0,1
NCCLasClaras,177,348,2,1
HugoCotro,2869,1875,0,1
mateoandresrive,82,845,0,1
ester0207,63,37,0,1
Laura_Prez,194,365,0,4
TamaraReinaldo,12,53,0,1
Bernedox,407,311,0,7
MaiteMartnezRo2,697,176,0,1
LuisGuijarro72,1729,403,0,4
cemmalaga,5975,266,0,1
DeleGobCataluna,6652,294,0,1
JoanCirujeda,37,62,0,1
ilusiionpg,1920,1509,0,1
camarapereira,13847,2262,0,1
LuisEPinto11,95,1733,0,1
lourdesmiron,2091,3428,0,3
AgusKniazev,697,1414,0,1
Dongi7,210,221,0,1
MCIbanezH,937,478,0,3
cruz_amable,68,145,0,1
AytoGaldar,3063,1658,0,1
SitgesSVS,403,301,0,1
BiblioEEBE,786,370,0,1
EvaluaALC,771,1684,1,0
NadiaGMahut,1988,913,0,2
JonOlabarria,107,139,0,3
NAT22777,206,198,0,1
fortunata_2030,1474,1946,0,23
MarianGarcia_,725,664,1,0
capitalintelec,35,286,0,1
GPSOEAragon,2493,541,0,1
reiniercaba32,55,187,0,1
JuantonioFdez,4623,480,0,1
Andalucia_Rural,3056,2062,0,1
bajouchas,49,182,0,3
Pau710,156,450,1,3
1965Lfgv,74,314,0,1
SermesCRO,216,629,0,1
fmorcillo,3510,2312,0,2
65_rodero,829,887,0,2
ramos468,17,46,0,2
SucreRRII,31,66,2,1
Hugo92235077,70,185,0,1
suromig,1585,891,1,0
helendomingues8,252,587,0,1
Karmamaya,101,507,0,1
navarrovillar,127,159,0,1
osvaldmoortiz,1212,858,0,1
SubdelegCadiz,1459,834,0,1
MirnaLVelasquez,98,513,0,1
CARMEN_PonfeTLC,897,917,0,1
DF1fmlWNXtPH3Zp,34,152,0,1
ArrabalAID,4398,924,2,2
frdelpino,10187,960,0,2
ArelyIreta,31,105,0,1
FerminQuinones,2029,753,0,1
GlobalFundacion,424,83,0,1
Osvaldo35541202,7,233,0,2
ESISMANOAMANO,324,355,0,3
jveravizar,164,518,0,1
CreaCulturaRsC,195,510,1,6
3erSector,2989,2566,1,0
PlanCelaya2030,14,610,0,1
IFA_upm,497,297,0,1
nunez_raphy,83,294,0,1
seba_febre,527,1230,0,1
GeografiaViva,3663,3046,1,0
fsedevich,84,156,0,2
PedroBarato_,159,174,0,1
MariaArrien,52,65,0,2
TurismoAMX,891,2099,0,2
CataCorredorB,336,223,0,1
ClarenvalenciaG,521,936,0,2
mariafoldist,1026,1438,1,1
nodesperdicio,1586,1131,4,0
CongresoGuate,107738,283,1,0
SebasGamarra,197,442,0,1
mauriciovaspo,491,3348,0,1
sharetrainKA2,227,335,0,1
tarressolar,832,152,0,1
MRE_Bolivia,28282,312,1,1
MuniLincoln,426,232,1,0
DaniOca12,111,177,0,1
patximartinv,99,125,0,1
BetweenClouds_,252,382,0,1
antogom1,358,216,0,1
uribegaviria,455,149,1,1
MeteoGalicia,113243,196,1,0
cristiansolisw,176,588,0,1
TEC_UGR,34,148,0,1
mariacsandovalv,82,347,0,1
FAOElSalvador,5198,754,0,1
RafaGomezLGNS,3856,1300,0,1
borjacolon,2759,18,0,1
SistemaB,17777,2631,3,0
OpAkademia,898,852,0,4
AMFQMX,1555,689,0,1
cibervoluntario,16959,3446,17,7
WilberCortezG,250,1354,0,1
AnaAllueva,465,562,0,1
OAurquia,9,39,0,1
jlparratw,488,977,0,2
JasoPsoe,235,968,0,1
NathyViviana,156,399,0,1
lilimore1973,200,584,0,1
DavidSo68979874,4,46,0,1
mcgutierrezc,375,707,0,1
vilar_paula,16,118,0,5
MariaBlanco_F,15,173,0,2
EJAAriza93,648,229,0,6
gema10510,20,155,0,1
JosepPresseguer,868,744,0,1
juanan_mrtnz,85,346,0,1
TomavistasFest,5096,1045,0,1
culturagob,73453,602,0,1
RedAndaluzaCCC,111,208,1,0
Toni_Castaneda,509,762,0,1
ngertrudiz,497,1851,0,1
contatepe,438,3747,0,1
iCmedia_es,1186,686,2,1
rioarzobispo,1115,538,0,1
xpaba,1968,2327,0,1
luicarisimo,372,347,0,1
MimyValencia,3273,526,1,0
JL30001,242,73,0,1
bianchi_speroni,58,188,0,1
ProgramaHosp,1149,2466,0,1
GarayMarian,270,898,0,1
SIIP_UNCUYO,1083,296,1,0
Rudelamoya,111,295,0,1
FundaEsquipulas,6017,940,1,0
PaujournalisteB,256,292,0,5
mcperdices,177,314,3,0
jucasico,206,510,0,1
MildredSamboy,1546,2382,1,1
Cronomedcol,51,49,1,0
juandbarbosa,168,156,0,1
PlaneacionCund,947,504,0,2
AGN_noticias,39562,384,0,1
JuanLuis_ir,368,1479,0,1
LauradeMoral,735,811,0,2
OIM_RD,1591,414,0,1
LTragaldabas,21,36,0,1
lanzarotejesus,1081,810,0,27
zetadj,784,7,0,1
tuerkka,226,586,0,1
Verititito2,35,25,0,1
jemoreno,961,3212,0,1
ElenaIsoLor,27,224,0,1
soc_dominguez,564,366,0,1
rinaudomariae,3656,320,0,1
GloriaApf,48,310,0,1
FaroveFatima,1168,1028,0,1
charovill,21,150,0,1
BegoHoyas,58,50,0,1
SergioRoldanG,3492,2544,0,2
LuisaGuerraS,22,104,0,1
VictorM16386298,102,265,0,1
937908Mcm,4527,5001,0,10
silvana_abdo,46630,251,0,1
MujeresTech,6612,1692,0,3
FeloCordoves,293,472,0,1
Ro2Palafox,68,101,0,1
Nicolas10352023,89,149,0,1
ffernandezsuch,881,908,0,1
MontseMoliner1,1848,1344,0,3
patriziadimonte,968,684,0,1
ONUMujeresMX,62567,1451,7,1
_AndresArdilaC,126,142,0,1
Ferrodr29037584,9,6,0,1
AytoMostoles,11329,653,3,0
analopezcasero,859,789,0,2
Hipogrifo4,41,71,0,2
peter_ohs,764,2113,0,4
ACorripa,47,58,0,2
MNCcst,450,303,2,0
ARQ_UC,5821,1468,0,2
Vanesa_Pi,731,896,0,1
gersonbeltran,14219,8744,0,1
jcrequejo,625,1067,0,1
jorger_t,160,231,0,1
Ady55Duarte,1275,582,0,1
manuelpegue,765,1099,0,2
CrisGaona,3126,4903,2,0
sildoki,1152,2241,0,1
Marta_P_C_,106,225,0,1
TenerifeSolidar,3463,458,0,1
AlejandraDinegr,457,686,0,1
EuropeDirectMlg,154,121,0,1
Metroutil_,287,356,1,0
josepmroyo,1930,1579,0,1
azuc76,108,252,0,1
piensaverde_cl,1655,1021,1,0
RSantolariaM,301,220,0,1
JaboneroOEI,805,244,1,0
MaribelVerdeg,784,503,0,1
argenislugor,366,1117,0,1
lomolapalma,4364,4890,0,1
JuventudUSO,1051,1234,0,5
belenadan07,328,693,1,0
tuitcesc,224,103,0,2
bearyedith,77,532,0,1
BelenPiorno,170,197,1,1
ANIAagronomos,976,686,1,0
Claudiajanneths,95,128,0,1
gemvent,882,1854,0,3
BeaMayor21,185,182,0,1
antonioconrombo,344,1236,0,1
MikyMunilla,13184,2127,0,1
wbcsd,33894,851,0,2
